Rgt,Lu,Lu/Hg,Ld,Ld/Hg,Shim_thickness,HF/Hg,H,V,Flow rate per unit width,mean_height,Avg./Pre.,max height,Hedge,Rstep,start_x,file name,SR_x,SR_multiple_Ld_x,SS_x,capillary_length,viscosity_label,PowerLawIndex,ZeroShearViscosity,Viscosity_x,Ca,rho,sigma,c_star,delP_channel,P_drop_channel,P_drop_channel_dimensionless,K_Weinstein,(2n+1)/3,mu0(U^n)/sigma,P_jump,sigma/Hg,P_jump_dimensionless,P_drop_total,kege,logkedge,muV/Hg,Re,Bstep_modified
0.555070867,4,36.36363636,0.8,7.272727273,0.29,2.636363636,0.11,1.5,250,0.198172894,1.189037365,,1.145469275,0.066837401,1.475,26_V_1.5_q_250,227.2727273,0.181818182,7.272727273,2.38,standard,0.7,3.5,0.68723275,0.220266907,1.4,0.078,0.5,-1394.649188,1394.649188,8.929225837,1.619111214,0.8,3.392590548,261.4709917,709.0909091,0.368741142,1133.178196,0.011046792,-1.980381628,156.1892614,0.01008909,4.864583333
0.555070867,4,36.36363636,0.8,7.272727273,0.29,2.636363636,0.11,1.5,250,0.198172894,1.189037365,,1.145469275,0.066837401,1.475,26_V_1.5_q_250,227.2727273,0.181818182,7.272727273,2.38,standard,0.7,3.5,0.68723275,0.220266907,1.4,0.078,0.5,-1394.649188,1394.649188,8.929225837,1.619111214,0.8,3.392590548,261.4709917,709.0909091,0.368741142,1133.178196,0.011046792,-1.980381628,156.1892614,0.01008909,5.1625
0.40837539,4,36.36363636,0.8,7.272727273,0.29,2.636363636,0.11,0.7,175,0.269360012,1.077440049,,1.122770155,0.07934021,0.575,10_V_0.7_q_175,106.0606061,0.084848485,7.272727273,2.38,standard,0.7,3.5,0.863777352,0.129197467,1.4,0.078,0.5,-793.4690589,793.4690589,8.661120462,1.619111214,0.8,1.989922646,143.3272984,709.0909091,0.202128241,650.1417605,0.0025,-2.602059991,91.61274945,0.005092507,
0.930647001,4,36.36363636,0.8,7.272727273,0.29,2.636363636,0.11,0.5,50,0.11819734,1.1819734,,1.036805058,0.021431975,1.81,ev1_V_0.5_q_50,75.75757576,0.060606061,7.272727273,2.38,standard,0.7,3.5,0.955520972,0.102085574,1.4,0.078,0.5,-618.5791107,618.5791107,8.545332338,1.619111214,0.8,1.572340386,236.764272,709.0909091,0.333898332,381.8148387,,,72.38795242,,5.3375
0.70683504,4,36.36363636,0.8,7.272727273,0.29,2.636363636,0.11,1,125,0.155623298,1.24498638,,1.049560289,0.053570843,1.555,ev14_V_1_q_125,151.5151515,0.121212121,7.272727273,2.38,standard,0.7,3.5,0.7761242,0.165838504,1.4,0.078,0.5,-1033.135885,1033.135885,8.78557432,1.619111214,0.8,2.554274492,262.5568193,709.0909091,0.370272437,770.5790657,,,117.5945758,,
0.696105504,4,36.36363636,0.8,7.272727273,0.29,2.636363636,0.11,0.7,100,0.158022023,1.106154158,,1.149218026,0.064763124,1.41,v7_V_0.7_q_100,106.0606061,0.084848485,7.272727273,2.38,standard,0.7,3.5,0.863777352,0.129197467,1.4,0.078,0.5,-793.4690589,793.4690589,8.661120462,1.619111214,0.8,1.989922646,219.5944296,709.0909091,0.309684452,573.8746294,,,91.61274945,,5.852083333
0.75623953,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,400,0.304136442,1.140511657,,1.002648979,0.034858045,1.635,39_V_1.5_q_400,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,185.6111863,339.1304348,0.547315037,780.4882407,0.147586853,-2.602059991,93.20014011,0.012425,4.372916667
0.75623953,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,400,0.304136442,1.140511657,,1.002648979,0.034858045,1.635,39_V_1.5_q_400,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,185.6111863,339.1304348,0.547315037,780.4882407,0.147586853,-2.602059991,93.20014011,0.012425,3.541666667
1.028066014,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,2.5,475,0.223721042,1.177479167,,1.020783882,0.122586872,2.84,52_V_2.5_q_475,181.1594203,0.362318841,8.695652174,2.38,standard,0.7,3.5,0.73561363,0.392955999,1.4,0.078,0.5,-1409.905158,1409.905158,10.57984267,1.619111214,0.8,4.850936308,301.1777365,339.1304348,0.888088197,1108.727421,,,133.2633388,,2.285416667
1.382975408,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,2.5,350,0.166308091,1.187914935,,1.22116182,0.161464166,3.64,47_V_2.5_q_350,181.1594203,0.362318841,8.695652174,2.38,standard,0.7,3.5,0.73561363,0.392955999,1.4,0.078,0.5,-1409.905158,1409.905158,10.57984267,1.619111214,0.8,4.850936308,381.8190819,339.1304348,1.12587678,1028.086076,,,133.2633388,,
1.413518423,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,0.7,100,0.16271454,1.139001778,,1.066827912,0.083873474,2.945,v5_V_0.7_q_100,50.72463768,0.101449275,8.695652174,2.38,standard,0.7,3.5,1.077711106,0.161196106,1.4,0.078,0.5,-549.6507722,549.6507722,10.05461696,1.619111214,0.8,1.989922646,214.5133488,339.1304348,0.632539362,335.1374233,0.114241462,-0.942176248,54.66650538,0.002470041,1.38125
1.31338261,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,225,0.175120333,1.167468889,,1.138639272,0.131669424,3.285,32_V_1.5_q_225,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,288.6620262,339.1304348,0.851182898,677.4374008,,,93.20014011,,1.591666667
0.701019288,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,425,0.328093683,1.157977704,,1.003557803,0.039768931,1.48,40_V_1.5_q_425,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,174.6870136,339.1304348,0.515102732,791.4124134,0.0025,-2.602059991,93.20014011,0.013403735,5.6
1.033242507,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.3,250,0.222600211,1.157521095,,1.015740043,0.089218521,2.465,25_V_1.3_q_250,94.20289855,0.188405797,8.695652174,2.38,standard,0.7,3.5,0.895053025,0.24862584,1.4,0.078,0.5,-869.0252064,869.0252064,10.30669307,1.619111214,0.8,3.069219247,222.86204,339.1304348,0.657157297,646.1631665,0.107814754,-1.36853641,84.31658931,0.00753904,1.658333333
1.080787889,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,2.5,450,0.212807714,1.182265079,,1.037094856,0.128974372,2.96,51_V_2.5_q_450,181.1594203,0.362318841,8.695652174,2.38,standard,0.7,3.5,0.73561363,0.392955999,1.4,0.078,0.5,-1409.905158,1409.905158,10.57984267,1.619111214,0.8,4.850936308,313.4717718,339.1304348,0.92433984,1096.433386,0.131285551,-0.881783069,133.2633388,0.016870956,1.814583333
1.131316651,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,175,0.203302939,1.161731079,,1.007021391,0.078495343,2.6,ev14_V_1_q_175,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,212.0157228,339.1304348,0.625174567,503.6567166,,-0.998315937,70.17019507,,1.83125
1.131316651,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,175,0.203302939,1.161731079,,1.007021391,0.078495343,2.6,ev14_V_1_q_175,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,212.0157228,339.1304348,0.625174567,503.6567166,,-0.998315937,70.17019507,,3.397916667
0.805803997,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,375,0.285429212,1.141716848,,1.003626224,0.034020168,1.865,38_V_1.5_q_375,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,195.2810855,339.1304348,0.575828842,770.8183415,0.179699678,-2.602059991,93.20014011,0.011660747,4.24375
0.805803997,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,375,0.285429212,1.141716848,,1.003626224,0.034020168,1.865,38_V_1.5_q_375,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,195.2810855,339.1304348,0.575828842,770.8183415,0.179699678,-2.602059991,93.20014011,0.011660747,4.004166667
1.053155655,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,0.4,75,0.218391269,1.164753436,,1.022142157,0.028983579,1.325,v43_V_0.4_q_75,28.98550725,0.057971014,8.695652174,2.38,standard,0.7,3.5,1.274716986,0.10895017,1.4,0.078,0.5,-363.2776558,363.2776558,9.832048418,1.619111214,0.8,1.344960595,130.5537766,339.1304348,0.384966264,232.7238791,,,36.94831843,,2.15
1.142071925,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,2.5,425,0.201388367,1.184637451,,1.079678386,0.138411249,3.125,50_V_2.5_q_425,181.1594203,0.362318841,8.695652174,2.38,standard,0.7,3.5,0.73561363,0.392955999,1.4,0.078,0.5,-1409.905158,1409.905158,10.57984267,1.619111214,0.8,4.850936308,327.6127743,339.1304348,0.966037668,1082.292383,0.120435231,-0.919246451,133.2633388,0.015965654,1.377083333
1.180904683,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,250,0.194765931,1.168595586,,1.059289205,0.111934443,2.84,33_V_1.5_q_250,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,265.1236819,339.1304348,0.781774959,700.9757451,,-2.326569519,93.20014011,,1.645833333
1.180904683,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,250,0.194765931,1.168595586,,1.059289205,0.111934443,2.84,33_V_1.5_q_250,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,265.1236819,339.1304348,0.781774959,700.9757451,,-2.326569519,93.20014011,,2.664583333
1.141558047,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.3,225,0.201479023,1.164101023,,1.048193834,0.100488291,2.67,24_V_1.3_q_225,94.20289855,0.188405797,8.695652174,2.38,standard,0.7,3.5,0.895053025,0.24862584,1.4,0.078,0.5,-869.0252064,869.0252064,10.30669307,1.619111214,0.8,3.069219247,241.3641085,339.1304348,0.711714679,627.6610979,0.125468666,-0.967321804,84.31658931,0.006823706,2.366666667
0.923563247,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,325,0.249035462,1.149394438,,1.003190463,0.031090569,2.175,36_V_1.5_q_325,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,217.7960305,339.1304348,0.642219064,748.3033965,0.002699824,-0.745452701,93.20014011,0.010173939,3.372916667
0.923563247,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,325,0.249035462,1.149394438,,1.003190463,0.031090569,2.175,36_V_1.5_q_325,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,217.7960305,339.1304348,0.642219064,748.3033965,0.002699824,-0.745452701,93.20014011,0.010173939,5.229166667
1.21344497,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,2.5,400,0.189543,1.18464375,,1.120326258,0.143593182,3.27,49_V_2.5_q_400,181.1594203,0.362318841,8.695652174,2.38,standard,0.7,3.5,0.73561363,0.392955999,1.4,0.078,0.5,-1409.905158,1409.905158,10.57984267,1.619111214,0.8,4.850936308,343.8920465,339.1304348,1.01404065,1066.013111,,-0.881783069,133.2633388,,2.20625
1.309228881,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,150,0.175675929,1.171172857,,1.059170234,0.098694342,2.98,ev13_V_1_q_150,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,238.2940439,339.1304348,0.702661924,477.3783955,0.050901482,-1.293269574,70.17019507,0.004224942,1.71875
1.309228881,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,150,0.175675929,1.171172857,,1.059170234,0.098694342,2.98,ev13_V_1_q_150,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,238.2940439,339.1304348,0.702661924,477.3783955,0.050901482,-1.293269574,70.17019507,0.004224942,3.745833333
0.613056577,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,325,0.375169289,1.154367043,,1.001788941,0.039763571,1.08,ev20_V_1_q_325,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,129.8677063,339.1304348,0.382943237,585.8047331,0.0025,-2.602059991,70.17019507,0.009022684,5.83125
0.613056577,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,325,0.375169289,1.154367043,,1.001788941,0.039763571,1.08,ev20_V_1_q_325,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,129.8677063,339.1304348,0.382943237,585.8047331,0.0025,-2.602059991,70.17019507,0.009022684,2.933333333
0.99960947,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,200,0.230089857,1.150449286,,1.003403018,0.028249215,2.325,ev15_V_1_q_200,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,192.0282018,339.1304348,0.566237005,523.6442376,0.100388523,-0.842863367,70.17019507,0.005533577,3.525
0.99960947,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1,200,0.230089857,1.150449286,,1.003403018,0.028249215,2.325,ev15_V_1_q_200,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,192.0282018,339.1304348,0.566237005,523.6442376,0.100388523,-0.842863367,70.17019507,0.005533577,5.352083333
1.082983008,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,275,0.21237637,1.158416566,,1.032975699,0.106990615,2.765,34_V_1.5_q_275,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,247.3853404,339.1304348,0.729469593,718.7140866,0.004714444,-0.952691287,93.20014011,0.008676292,3.891666667
1.082983008,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,275,0.21237637,1.158416566,,1.032975699,0.106990615,2.765,34_V_1.5_q_275,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,247.3853404,339.1304348,0.729469593,718.7140866,0.004714444,-0.952691287,93.20014011,0.008676292,5.1375
1.266674001,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.3,200,0.181577896,1.180256323,,1.087908897,0.109384275,2.955,23_V_1.3_q_200,94.20289855,0.188405797,8.695652174,2.38,standard,0.7,3.5,0.895053025,0.24862584,1.4,0.078,0.5,-869.0252064,869.0252064,10.30669307,1.619111214,0.8,3.069219247,262.3047621,339.1304348,0.77346276,606.7204443,0.053787472,-0.90146472,84.31658931,0.006149693,2.416666667
0.862622492,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,350,0.2666288,1.142694857,,1.004391374,0.03312159,2.095,37_V_1.5_q_350,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,206.2211806,339.1304348,0.608088097,759.8782464,0.059872094,-0.745452701,93.20014011,0.010892687,4.16875
0.862622492,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,350,0.2666288,1.142694857,,1.004391374,0.03312159,2.095,37_V_1.5_q_350,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,206.2211806,339.1304348,0.608088097,759.8782464,0.059872094,-0.745452701,93.20014011,0.010892687,5.197916667
0.803719867,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,0.7,175,0.28616936,1.14467744,,1.004486294,0.029685618,1.5,v8_V_0.7_q_175,50.72463768,0.101449275,8.695652174,2.38,standard,0.7,3.5,1.077711106,0.161196106,1.4,0.078,0.5,-549.6507722,549.6507722,10.05461696,1.619111214,0.8,1.989922646,136.5516359,339.1304348,0.40265226,413.0991363,0.0025,-2.602059991,54.66650538,0.004344112,4.46875
1.288421572,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,2.5,375,0.178513,1.190086667,,1.157219006,0.14692428,3.39,48_V_2.5_q_375,181.1594203,0.362318841,8.695652174,2.38,standard,0.7,3.5,0.73561363,0.392955999,1.4,0.078,0.5,-1409.905158,1409.905158,10.57984267,1.619111214,0.8,4.850936308,360.7883063,339.1304348,1.063862954,1049.116851,,-0.919246451,133.2633388,,1.48125
0.994706002,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,300,0.2312241,1.1561205,,1.007929825,0.087917909,2.455,35_V_1.5_q_300,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,231.1172903,339.1304348,0.681499702,734.9821366,0.11150869,-2.568664518,93.20014011,0.009446285,1.445833333
0.994706002,4,17.39130435,2,8.695652174,0.29,1.260869565,0.23,1.5,300,0.2312241,1.1561205,,1.007929825,0.087917909,2.455,35_V_1.5_q_300,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,231.1172903,339.1304348,0.681499702,734.9821366,0.11150869,-2.568664518,93.20014011,0.009446285,2.39375
0.818187546,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1,275,0.281109143,1.022215065,,1.062144647,0.042721754,2.355,ev10_V_1_q_275,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,163.5998938,339.1304348,0.482409943,552.0725456,0.028651995,-1.542845126,70.17019507,0.006760572,4.470833333
0.818187546,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1,275,0.281109143,1.022215065,,1.062144647,0.042721754,2.355,ev10_V_1_q_275,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,163.5998938,339.1304348,0.482409943,552.0725456,0.028651995,-1.542845126,70.17019507,0.006760572,4.85
1.276244193,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,2,375,0.180216295,0.961153576,,1.054603956,0.02683787,2.935,ev22_V_2_q_375,144.9275362,0.289855072,8.695652174,2.38,standard,0.7,3.5,0.786543546,0.33612972,1.4,0.078,0.5,-1195.298817,1195.298817,10.48582991,1.619111214,0.8,4.149431154,322.6475811,339.1304348,0.951396714,872.6512358,0.391890952,-0.406834764,113.9918183,0.010694074,3.466666667
1.036127827,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1.5,400,0.221980333,0.83242625,,1.157061962,0.064342126,2.245,20_V_1.5_q_400,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,238.785151,339.1304348,0.704110061,727.314276,0.571205717,-2.215203389,93.20014011,0.009068646,4.372916667
1.036127827,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1.5,400,0.221980333,0.83242625,,1.157061962,0.064342126,2.245,20_V_1.5_q_400,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,238.785151,339.1304348,0.704110061,727.314276,0.571205717,-2.215203389,93.20014011,0.009068646,3.541666667
0.897636335,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1,250,0.256228487,1.024913947,,1.054511123,0.033892657,1.755,rev9_V_1_q_250,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,176.1899226,339.1304348,0.519534387,539.4825168,,,70.17019507,,5.827083333
0.897636335,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1,250,0.256228487,1.024913947,,1.054511123,0.033892657,1.755,rev9_V_1_q_250,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,176.1899226,339.1304348,0.519534387,539.4825168,,,70.17019507,,2.80625
1.116412723,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,2,425,0.206017,0.969491765,,1.06432762,0.032989111,2.835,ev24_V_2_q_425,144.9275362,0.289855072,8.695652174,2.38,standard,0.7,3.5,0.786543546,0.33612972,1.4,0.078,0.5,-1195.298817,1195.298817,10.48582991,1.619111214,0.8,4.149431154,289.8953252,339.1304348,0.854819549,905.4034916,,,113.9918183,,3.516666667
1.051893987,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,0.5,100,0.218653213,1.093266064,,1.044291354,0.071338732,2.095,v1_V_0.5_q_100,36.23188406,0.072463768,8.695652174,2.38,standard,0.7,3.5,1.192177082,0.127369346,1.4,0.078,0.5,-428.5012528,428.5012528,9.920199571,1.619111214,0.8,1.572340386,144.7430231,339.1304348,0.42680635,283.7582298,0.005459504,-2.262846791,43.19482181,0.002135627,5.389583333
1.051893987,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,0.5,100,0.218653213,1.093266064,,1.044291354,0.071338732,2.095,v1_V_0.5_q_100,36.23188406,0.072463768,8.695652174,2.38,standard,0.7,3.5,1.192177082,0.127369346,1.4,0.078,0.5,-428.5012528,428.5012528,9.920199571,1.619111214,0.8,1.572340386,144.7430231,339.1304348,0.42680635,283.7582298,0.005459504,-2.262846791,43.19482181,0.002135627,6.1625
1.051893987,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,0.5,100,0.218653213,1.093266064,,1.044291354,0.071338732,2.095,v1_V_0.5_q_100,36.23188406,0.072463768,8.695652174,2.38,standard,0.7,3.5,1.192177082,0.127369346,1.4,0.078,0.5,-428.5012528,428.5012528,9.920199571,1.619111214,0.8,1.572340386,144.7430231,339.1304348,0.42680635,283.7582298,0.005459504,-2.262846791,43.19482181,0.002135627,5.083333333
1.206041669,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1,175,0.190706512,1.089751495,,1.06678471,0.029249465,2.89,rev6_V_1_q_175,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,223.1467551,339.1304348,0.657996842,492.5256843,,,70.17019507,,1.83125
1.206041669,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1,175,0.190706512,1.089751495,,1.06678471,0.029249465,2.89,rev6_V_1_q_175,72.46376812,0.144927536,8.695652174,2.38,standard,0.7,3.5,0.968348692,0.206912114,1.4,0.078,0.5,-715.6724394,715.6724394,10.19909434,1.619111214,0.8,2.554274492,223.1467551,339.1304348,0.657996842,492.5256843,,,70.17019507,,3.397916667
1.115093352,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1.5,350,0.206260758,0.883974675,,1.157762203,0.11395622,2.615,18_V_1.5_q_350,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,253.2361066,339.1304348,0.746721853,712.8633204,0.395523263,-0.160599278,93.20014011,0.008426448,4.16875
1.115093352,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1.5,350,0.206260758,0.883974675,,1.157762203,0.11395622,2.615,18_V_1.5_q_350,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,253.2361066,339.1304348,0.746721853,712.8633204,0.395523263,-0.160599278,93.20014011,0.008426448,5.197916667
1.178409968,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1.5,275,0.195178254,1.064608659,,1.06464434,0.101655341,2.87,15_V_1.5_q_275,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,264.6755184,339.1304348,0.780453452,701.4239086,0.295384145,-0.52961282,93.20014011,0.007973691,3.891666667
1.178409968,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,1.5,275,0.195178254,1.064608659,,1.06464434,0.101655341,2.87,15_V_1.5_q_275,108.6956522,0.217391304,8.695652174,2.38,standard,0.7,3.5,0.857441289,0.274820926,1.4,0.078,0.5,-966.099427,966.099427,10.3658581,1.619111214,0.8,3.392590548,264.6755184,339.1304348,0.780453452,701.4239086,0.295384145,-0.52961282,93.20014011,0.007973691,5.1375
0.706436943,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,0.5,150,0.325577537,1.085258455,,1.024956852,0.037791937,1.21,v3_V_0.5_q_150,36.23188406,0.072463768,8.695652174,2.38,standard,0.7,3.5,1.192177082,0.127369346,1.4,0.078,0.5,-428.5012528,428.5012528,9.920199571,1.619111214,0.8,1.572340386,105.2637368,339.1304348,0.31039307,323.2375161,0.209268323,-0.679296506,43.19482181,0.003179977,4.195833333
0.706436943,4,17.39130435,2,8.695652174,0.19,0.826086957,0.23,0.5,150,0.325577537,1.085258455,,1.024956852,0.037791937,1.21,v3_V_0.5_q_150,36.23188406,0.072463768,8.695652174,2.38,standard,0.7,3.5,1.192177082,0.127369346,1.4,0.078,0.5,-428.5012528,428.5012528,9.920199571,1.619111214,0.8,1.572340386,105.2637368,339.1304348,0.31039307,323.2375161,0.209268323,-0.679296506,43.19482181,0.003179977,1.529166667
