Rgt,﻿Rgt_x,Lu,Ld,Shim_thickness,HF/Hg,H,V,Flow rate per unit width,mean_height,Avg./Pre.,max height,Yield,Bstep,Bedge,Hedge,Rstep,start_x,file name,Bstep_modified,SR_x,SR_multiple_Ld_x,SS_x,capillary_length,viscosity_label,PowerLawIndex,ZeroShearViscosity,Viscosity_x,Ca,rho,sigma,c_star,delP_channel,P_drop_channel,P_drop_channel_dimensionless,K_Weinstein,(2n+1)/3,mu0(U^n)/sigma,P_jump,sigma/Hg,P_jump_dimensionless,P_drop_total,tau,k,logk,epsilon,Rgt_inv,Rgt_y,SR_y,SR_multiple_Ld_y,SS_y,Viscosity_y,muV/Hg,Ca_y,Re,B1_step_JS,B2_step_JS
1.031671486,1.043064894,4,2,0.29,0.805555556,0.36,0.7,225,0.345136724,1.073758696,0.348948289,0.1685,24.41061591,8.952973671,1.01104364,0.064692919,1.18,v8_V_0.7_q_225,3.992890995,32.4,0.065,5.56,2.11,low_surf,0.7,1.5,0.528357353,0.108143318,1.3,0.057,0.1,-157.5696853,157.5696853,9.203020862,1.619111214,0.8,1.167022303,60.18358247,158.3333333,0.380106837,97.38610281,1.040985467,0.922806547,-0.034889333,1.964407778,0.9375,1.066666667,32.4,0.065,5.56,0.52832112,17.12151778,0.108135902,0.010017359,5.55,3.969047619
1.223680618,1.236133391,4,2,0.29,0.805555556,0.36,1.5,400,0.291230706,1.092115147,0.294194412,0.2151,36.92948505,25.13471228,1.010176488,0.08478332,1.925,29_V_1.5_q_400,5.097156398,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,0.1,-270.693516,270.693516,9.273428722,1.619111214,0.8,1.989639569,98.38859202,158.3333333,0.621401634,172.304924,8.296520429,0.014528073,-1.837791974,2,0.777777778,1.285714286,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.022746667,3.247619048,3.247619048
0.945771471,0.948324732,4,2,0.29,0.805555556,0.36,0.7,250,0.3796168,1.06292704,0.380641636,0.2413,31.78204969,5.834831335,1.00269966,0.038539777,0.88,v9_V_0.7_q_250,5.718009479,32.4,0.065,5.56,2.11,low_surf,0.7,1.5,0.528357353,0.108143318,1.3,0.057,0.1,-157.5696853,157.5696853,9.203020862,1.619111214,0.8,1.167022303,55.76922826,158.3333333,0.352226705,101.800457,1.467434801,0.464389478,-0.333117629,1.788209034,1.041666667,0.96,32.4,0.065,5.56,0.52832112,17.12151778,0.108135902,0.010927189,,
1.350352997,1.358406655,4,2,0.29,0.805555556,0.36,0.5,125,0.26501637,1.060065478,0.266596957,0.2188,41.28046889,24.94185552,1.005964111,0.061204704,1.81,v2_V_0.5_q_125,5.184834123,23.1,0.046,5.56,2.11,low_surf,0.7,1.5,0.584800405,0.085497135,1.3,0.057,0.1,-124.0857078,124.0857078,9.172107287,1.619111214,0.8,0.922124437,63.54183167,158.3333333,0.401316832,60.54387612,0.996187068,1.007669702,0.003318201,1.424234015,0.729166667,1.371428571,23.1,0.046,5.56,0.584435224,13.52859315,0.085443746,0.004941752,5.395238095,5.035714286
1.517968593,1.684899582,4,2,0.29,0.805555556,0.36,1,200,0.213662585,1.068312925,0.237159057,0.2339,54.73583503,43.432967,1.109969987,0.08847312,2.55,ev13_V_1_q_200,5.542654028,46.3,0.093,5.56,2.11,low_surf,0.7,1.5,0.474697519,0.138800444,1.3,0.057,0.730432393,-102.6365308,102.6365308,4.67012313,1.619111214,0.8,1.497995567,104.3219683,158.3333333,0.658875589,-1.685437464,0.542059213,3.403349415,0.53190654,1.999749845,0.583333333,1.714285714,46.3,0.093,5.56,0.474708911,21.9772644,0.138803775,0.010824415,4.757142857,4.25
0.9160561,0.971341932,4,2,0.29,0.805555556,0.36,0.5,175,0.37062129,1.058917972,0.392989032,0.2697,36.38484985,24.09467625,1.060352016,0.081365816,0.905,v4_V_0.5_q_175,6.390995261,23.1,0.046,5.56,2.11,low_surf,0.7,1.5,0.584800405,0.085497135,1.3,0.057,0.1,-124.0857078,124.0857078,9.172107287,1.619111214,0.8,0.922124437,48.58851208,158.3333333,0.306874813,75.49719571,0.974152246,1.053771207,0.022746328,1.999999998,1.020833333,0.979591837,23.1,0.046,5.56,0.584435224,13.52859315,0.085443746,0.007284607,3.395238095,3.395238095
1.718317074,1.939834636,4,2,0.29,0.805555556,0.36,1,175,0.185582829,1.06047331,0.209507317,0.2278,61.3742125,51.56727073,1.128915417,0.101968588,2.83,ev12_V_1_q_175,5.398104265,46.3,0.093,5.56,2.11,low_surf,0.7,1.5,0.474697519,0.138800444,1.3,0.057,7.064509283,-16.87844187,16.87844187,0.767995578,1.619111214,0.8,1.497995567,116.7692048,158.3333333,0.737489715,-99.89076291,5.861857742,0.029102443,-1.536070549,2,0.499699059,2.00120449,46.3,0.093,5.56,0.474708911,21.9772644,0.138803775,0.009562334,3.30952381,3.30952381
1.536245399,1.580665167,4,2,0.29,0.805555556,0.36,0.7,150,0.22775222,1.062843691,0.234337561,0.2382,52.2936726,38.96778709,1.0289145,0.075041917,2.285,v5_V_0.7_q_150,5.644549763,32.4,0.065,5.56,2.11,low_surf,0.7,1.5,0.528357353,0.108143318,1.3,0.057,0.348230932,-114.1472784,114.1472784,6.66689016,1.619111214,0.8,1.167022303,83.92684141,158.3333333,0.530064262,30.22043699,0.857866255,1.358816558,0.13316083,1.49414734,0.624999658,1.600000876,32.4,0.065,5.56,0.52832112,17.12151778,0.108135902,0.006727196,4.935714286,4.464285714
1.098752714,1.110242501,4,2,0.29,0.805555556,0.36,1.5,450,0.324253485,1.080844949,0.327644242,0.2192,33.80071614,19.25962339,1.01045712,0.068770622,1.63,31_V_1.5_q_450,5.194312796,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,0.1,-270.693516,270.693516,9.273428722,1.619111214,0.8,1.989639569,90.28731835,158.3333333,0.570235695,180.4061976,0.815131285,1.505029028,0.177544876,2,0.875,1.142857143,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.025332957,2.55,2.55
1.472275265,1.707993159,4,2,0.29,0.805555556,0.36,1.5,300,0.210773678,1.05386839,0.244519492,0.2315,54.91672448,45.92603827,1.160104496,0.111226215,2.635,25_V_1.5_q_300,5.485781991,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,0.850531051,-124.9424294,124.9424294,4.280282478,1.619111214,0.8,1.989639569,127.4328444,158.3333333,0.804839017,-2.49041495,6.704428493,0.022247257,-1.652723526,1.981479026,0.545504231,1.833166351,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.018905877,3.538095238,2.945238095
1.337936474,1.507949948,4,2,0.29,0.805555556,0.36,2,450,0.238734714,1.061043175,0.269071071,0.2381,49.86706703,41.34296108,1.127071412,0.117314356,2.45,ev36_V_2_q_450,5.642180095,92.6,0.185,5.56,2.11,low_surf,0.7,1.5,0.385574197,0.225481987,1.3,0.057,0.172075397,-299.3256648,299.3256648,8.383962464,1.619111214,0.8,2.433500978,131.9188209,158.3333333,0.8331715,167.4068439,5.669371207,0.031112164,-1.507069787,1.497907781,0.647025792,1.545533442,92.6,0.185,5.56,0.385583451,35.70217139,0.225487398,0.030239229,2.930952381,2.930952381
1.147712382,1.159207201,4,2,0.29,0.805555556,0.36,1.5,425,0.310557077,1.096083801,0.313667436,0.2198,35.38801984,21.47753343,1.010015418,0.071888212,1.75,30_V_1.5_q_425,5.208530806,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,0.1,-270.693516,270.693516,9.273428722,1.619111214,0.8,1.989639569,93.45904345,158.3333333,0.590267643,177.2344725,0.713259441,1.965644349,0.293504942,1.99995143,0.826388889,1.210084034,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.024252292,5.280952381,4.99047619
1.1529725,1.168118305,4,2,0.29,0.805555556,0.36,0.7,200,0.308187962,1.078657868,0.312236415,0.2231,36.19544358,20.86389083,1.013136311,0.065224966,1.565,v7_V_0.7_q_200,5.286729858,32.4,0.065,5.56,2.11,low_surf,0.7,1.5,0.528357353,0.108143318,1.3,0.057,0.1,-157.5696853,157.5696853,9.203020862,1.619111214,0.8,1.167022303,65.8898376,158.3333333,0.416146343,91.67984768,0.907747749,1.213583432,0.084069639,1.875557851,0.833333333,1.2,32.4,0.065,5.56,0.52832112,17.12151778,0.108135902,0.008963461,3.221428571,3.221428571
1.292617477,1.435531859,4,2,0.29,0.805555556,0.36,2,475,0.250778133,1.05590793,0.278504667,0.2376,47.37255135,38.67960843,1.110562005,0.115035841,2.3,ev37_V_2_q_475,5.630331754,92.6,0.185,5.56,2.11,low_surf,0.7,1.5,0.385574197,0.225481987,1.3,0.057,0.034784671,-367.8756775,367.8756775,10.3040141,1.619111214,0.8,2.433500978,126.8257642,158.3333333,0.801004827,241.0499133,5.267790833,0.036036529,-1.443257044,1.271029231,0.685766729,1.458221809,92.6,0.185,5.56,0.385583451,35.70217139,0.225487398,0.031299413,3.642857143,3.052380952
1.406997467,1.513620254,4,2,0.29,0.805555556,0.36,1,225,0.237840369,1.057068308,0.255864,0.2117,44.50463996,32.29056541,1.075780368,0.08187276,2.285,ev14_V_1_q_225,5.016587678,46.3,0.093,5.56,2.11,low_surf,0.7,1.5,0.474697519,0.138800444,1.3,0.057,0.184142754,-179.9955218,179.9955218,8.190078553,1.619111214,0.8,1.497995567,95.74808556,158.3333333,0.604724751,84.24743629,0.625191705,2.558430275,0.407973586,1.999961339,0.65625,1.523809524,46.3,0.093,5.56,0.474708911,21.9772644,0.138803775,0.011678146,4.969047619,4.576190476
1.292111173,1.346990414,4,2,0.29,0.805555556,0.36,0.7,175,0.267262481,1.069049924,0.278613797,0.2152,40.26004682,26.79014268,1.04247254,0.074239578,1.92,v6_V_0.7_q_175,5.099526066,32.4,0.065,5.56,2.11,low_surf,0.7,1.5,0.528357353,0.108143318,1.3,0.057,0.1,-157.5696853,157.5696853,9.203020862,1.619111214,0.8,1.167022303,73.84491201,158.3333333,0.466388918,83.72477327,0.747507206,1.789654648,0.252769233,2,0.729166667,1.371428571,32.4,0.065,5.56,0.52832112,17.12151778,0.108135902,0.007998247,5.076190476,4.919047619
1.143444706,1.226645229,4,2,0.29,0.805555556,0.36,1,275,0.29348339,1.067212327,0.314838136,0.2169,36.95268753,25.1462272,1.072763047,0.084699391,1.875,ev16_V_1_q_275,5.139810427,46.3,0.093,5.56,2.11,low_surf,0.7,1.5,0.474697519,0.138800444,1.3,0.057,0.1,-202.9799117,202.9799117,9.235904343,1.619111214,0.8,1.497995567,80.92668181,158.3333333,0.511115885,122.0532299,0.849830501,1.384635212,0.141335372,2,0.802083333,1.246753247,46.3,0.093,5.56,0.474708911,21.9772644,0.138803775,0.014369844,4.983333333,4.654761905
1.355874327,1.574441795,4,2,0.29,0.805555556,0.36,1.5,325,0.228652467,1.055319077,0.265511333,0.2375,51.93471198,43.40648559,1.161200389,0.117257675,2.43,26_V_1.5_q_325,5.627962085,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,0.331041807,-199.9544885,199.9544885,6.850048439,1.619111214,0.8,1.989639569,119.3970957,158.3333333,0.75408692,80.55739274,4.403311785,0.051575224,-1.287558875,1.118415372,0.625325406,1.599167395,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.020528935,2.897619048,2.897619048
1.385350686,1.593168493,4,2,0.29,0.805555556,0.36,2,425,0.2259648,1.063363765,0.259862,0.2346,51.91074008,43.70149687,1.150010975,0.121813908,2.585,ev35_V_2_q_425,5.559241706,92.6,0.185,5.56,2.11,low_surf,0.7,1.5,0.385574197,0.225481987,1.3,0.057,0.384234842,-231.1775622,231.1775622,6.475168126,1.619111214,0.8,2.433500978,137.8499416,158.3333333,0.87063121,93.32762056,5.464817008,0.03348488,-1.475151248,1.549022051,0.609669738,1.640232306,92.6,0.185,5.56,0.385583451,35.70217139,0.225487398,0.029204279,3.504761905,2.847619048
1.488886086,1.809142502,4,2,0.29,0.805555556,0.36,2,375,0.1989893,1.061276267,0.2417915,0.1798,45.17830858,37.33869108,1.215097998,0.127557244,2.93,ev33_V_2_q_375,4.260663507,92.6,0.185,5.56,2.11,low_surf,0.7,1.5,0.385574197,0.225481987,1.3,0.057,1.711488076,-94.14076641,94.14076641,2.636835877,1.619111214,0.8,2.433500978,152.6073463,158.3333333,0.963835871,-58.46657988,5.306184378,0.035516922,-1.449564673,1.478818535,0.525517004,1.902888,92.6,0.185,5.56,0.385583451,35.70217139,0.225487398,0.027173448,2.633333333,2.633333333
1.427033025,1.680656315,4,2,0.29,0.805555556,0.36,2,400,0.214202033,1.071010167,0.252271667,0.2244,52.38045515,44.3739952,1.177727694,0.124899145,2.745,ev34_V_2_q_400,5.317535545,92.6,0.185,5.56,2.11,low_surf,0.7,1.5,0.385574197,0.225481987,1.3,0.057,0.7102069,-170.6344676,170.6344676,4.779386266,1.619111214,0.8,2.433500978,143.8733477,158.3333333,0.908673775,26.76111989,4.564982114,0.047986805,-1.318878161,1.32106734,0.583333333,1.714285714,92.6,0.185,5.56,0.385583451,35.70217139,0.225487398,0.028351248,3.428571429,2.776190476
1.557878908,1.911871233,4,2,0.29,0.805555556,0.36,2,350,0.1882972,1.075984,0.231083429,0.1757,46.65496885,39.61822056,1.22722711,0.142111094,3.085,ev32_V_2_q_350,4.163507109,92.6,0.185,5.56,2.11,low_surf,0.7,1.5,0.385574197,0.225481987,1.3,0.057,4.586598455,-41.04501866,41.04501866,1.149650485,1.619111214,0.8,2.433500978,159.5012644,158.3333333,1.007376407,-118.4562458,4.272751526,0.054775295,-1.261415276,1.365817305,0.508674348,1.965894296,92.6,0.185,5.56,0.385583451,35.70217139,0.225487398,0.025970034,2.626190476,2.626190476
0.773263138,0.802374583,4,2,0.29,0.805555556,0.36,0.7,300,0.44866825,1.046892583,0.4655595,0.2791,31.10315918,19.39071909,1.037647527,0.085379305,0.3,11_V_0.7_q_300,6.613744076,32.4,0.065,5.56,2.11,low_surf,0.7,1.5,0.528357353,0.108143318,1.3,0.057,0.1,-157.5696853,157.5696853,9.203020862,1.619111214,0.8,1.167022303,48.78998714,158.3333333,0.308147287,108.7796981,18.16404934,0.003030921,-2.518425346,1.968215736,1.130952381,0.884210526,32.4,0.065,5.56,0.52832112,17.12151778,0.108135902,0.013364951,2.826190476,2.826190476
0.944003684,0.947430429,4,2,0.29,0.805555556,0.36,1,350,0.37997513,1.085643228,0.381354444,0.2353,30.96255276,15.69839586,1.003630013,0.065512953,1.19,ev19_V_1_q_350,5.575829384,46.3,0.093,5.56,2.11,low_surf,0.7,1.5,0.474697519,0.138800444,1.3,0.057,0.1,-202.9799117,202.9799117,9.235904343,1.619111214,0.8,1.497995567,65.81947553,158.3333333,0.415701951,137.1604361,1.031396274,0.940045519,-0.026851116,2,1.020833333,0.979591837,46.3,0.093,5.56,0.474708911,21.9772644,0.138803775,0.017405782,5.335714286,4.933333333
1.312069775,1.468246249,4,2,0.29,0.805555556,0.36,1.5,350,0.245190478,1.050816335,0.274375652,0.2366,48.24820313,39.90774874,1.119030617,0.119897544,2.245,27_V_1.5_q_350,5.606635071,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,0.0934688,-273.3808587,273.3808587,9.36549181,1.619111214,0.8,1.989639569,112.909789,158.3333333,0.713114457,160.4710697,4.64262672,0.046395138,-1.333527533,1.25620496,0.670734222,1.490903501,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.021214311,3.073809524,3.073809524
1.535757103,1.836579276,4,2,0.29,0.805555556,0.36,1.5,275,0.196016586,1.069181379,0.234412069,0.2289,58.38791615,49.86822896,1.195878744,0.117375201,2.88,24_V_1.5_q_275,5.424170616,69.4,0.139,5.56,2.11,low_surf,0.7,1.5,0.420420048,0.184394758,1.3,0.057,2.126646672,-64.68359378,64.68359378,2.215933005,1.619111214,0.8,1.989639569,135.051751,158.3333333,0.852958427,-70.36815723,5.207232846,0.036879583,-1.433213996,1.524640288,0.522957958,1.912199603,69.4,0.139,5.56,0.42033931,29.19022986,0.184359346,0.018124387,3.421428571,2.976190476
